template_id,segment_id,lifecycle_stage,goal,theme,hook_used,feature_reference,content_english,content_hindi,ctr_percent,engagement_percent,performance_class,performance_tag,is_active,weight_multiplier,selection_weight
TPL-98235D1E,S8,inactive,Engagement → MCC • compelling return value proposition,Core Drive 6: Scarcity,Don't Miss Out,Leaderboard,Don't miss out on the top spot on our leaderboard! Complete 1 daily speaking minute to move up the ranks.,बोर्ड के शीर्ष पर रहें! 1 दिन के भीतर अपने बोलने की क्षमता को पूरा करने पर आपका स्थान बढ़ेगा।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-6C2F9EC9,S8,inactive,Engagement → MCC • compelling return value proposition,Core Drive 6: Scarcity,Time's Running Out,Daily Streak,Time's running out to complete your daily speaking streak! Complete just 30 seconds to keep your streak alive.,समय की दूरी हो रही है अपने दैनिक बोलने के स्ट्रीक को बनाए रखने के लिए बस 30 सेकंड पूरा करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-6F806AFC,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Social Proof,Daily Streak,You're on a roll! 10 days in a row of speaking practice. Keep it up!,आपकी प्रगति देखकर खुश हैं! 10 दिनों से बातचीत अभ्यास कर रहे हैं। इसे जारी रखें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-280C53FF,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Scarcity,Limited Time Offer,Don't miss out! Limited time offer: 20% off premium features for the next 24 hours.,नहीं छोड़ दें! सीमित समय प्रस्ताव: अगले 24 घंटों तक प्रीमियम विशेषताओं के लिए 20% की छूट.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-770E0064,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Personalization,Personalized Recommendations,We've got a new conversation topic just for you! Check it out and start speaking.,हमने आपके लिए एक नया विषय बनाया है! इसे देखें और शुरू करें बातचीत.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-E562E919,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Incentives,Rewards,Earn rewards for speaking and level up your English skills! Check your rewards now.,बातचीत करने के लिए पुरस्कार प्राप्त करें और अपनी अंग्रेजी कौशल को स्तर बढ़ाएं! अपने पुरस्कारों को देखें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-361A797A,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Social Proof,Leaderboard,You're on a roll! You've been speaking English for 7 days straight. Keep it up and you'll be on the top of the leaderboard!,आपकी बातचीत अंग्रेजी में 7 दिनों से जारी है। आगे भी इस तरह की बातचीत करें और बोर्ड लीडरबोर्ड पर शीर्ष पर रहें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-0374FACA,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Personalization,Daily Streak,You've been speaking English for 10 days in a row! Your streak is about to hit 11. Keep going to avoid losing it!,"आपकी अंग्रेजी बातचीत 10 दिनों से जारी है। आपकी स्ट्रीक 11 होने के लिए 11वें दिन पर पहुंचने के लिए आगे बढ़ें। अगर खो देते हैं, तो खो देंगे!",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-4469F5B8,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Scarcity,New Content,New English content is available! Don't miss out on the latest lessons and exercises. Speak English now to access!,नई अंग्रेजी सामग्री उपलब्ध है! नई शिक्षाओं और व्याख्याओं को खोने की संभावना है। अंग्रेजी बोलें ताकि आप इसे पहुंच सकें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-34DBC841,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Social Comparison,Friendship Network,Your friends are speaking English too! Join their conversation and stay connected. Don't miss out on the fun!,आपके दोस्त भी अंग्रेजी बोल रहे हैं! उनके साथ बातचीत करें और जुड़ें। इस मजेदार से खो दें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-6D110326,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Reward,Badges,You've completed 5 lessons in a row! Earn your next badge and take your English skills to the next level!,आप 5 शिक्षाओं को एक साथ पूरा कर चुके हैं! अगले बैज का पुरस्कार प्राप्त करें और अपनी अंग्रेजी कौशल को अगले स्तर पर ले जाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-45953843,S9,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Social Proof,Leaderboard,Don't let your progress slip away! Check your leaderboard to see how you rank with friends and stay motivated.,अपने प्रगति को ध्यान में रखने के लिए दोस्तों के साथ अपनी स्थिति जांचें और प्रेरित रहें.,,,UNTESTED,No Data Yet,True,1.0,1.0
